SteamAppID,numReviews,AuthorSteamID,NumGamesOwned,NumReviews,PlaytimeForever,PlaytimeLastTwoWeeks,PlaytimeAtReview,LastPlayed,Language,ReviewText,TimestampCreated,VotedUp,VotesUp,VotesFunny,CommentCount,SteamPurchase,ReceivedForFree,WrittenDuringEarlyAccess
15620,27,76561198810164484,98,41,2884,0,1585,1690309170,latam,"Alerta de Spoiler, pequeños pero hay

Si esperan controlar tropas numerosas y unas batallas a una escala inmensa, este juego no lo ofrece, pero si cuando ya estas avanzado definitivamente se pone intenso sobre todo con los Tiránidos que son miles y miles unos tras otros lo cual le es fiel al lore xd.

Las mecánicas son muy simples pero el desafío es en aprender a usarlas para poder sacar toda la ventaja posible, ya que cuando te presentan una tropa puedes cambiar completamente como se juega; Por ejemplo con Avitus que al principio te lo entregan con una Ametralladora porque esta pensado para suprimir lo utilicé para destrucción de estructuras y vehículos apenas conseguí el Lanzacohetes y más a delante cuando consigues las armaduras Terminator y el Lanzamisiles Montado a la armadura junto con el Ataque de Artillería se vuelve una unidad explosiva completamente para realizar ataques en áreas grandes lo que te deja destruir hordas rápidamente para que puedas concentrar fuerzas en otro frente, esa versatilidad que te presentan con las Unidades es bastante entretenida y única a mi parecer.

A Cyrus lo use como francotirador a pesar que lo puedes usar con escopetas, lanzallamas o un bolter y dependiendo de el arma cambiará una de sus habilidades especiales, este lo usé para destruir objetivos lejanos y prioritarios como también para infiltrarme y destruir estructuras habitadas.

Para ser un RTS la cantidad de cosas que puedes hacer con tus unidades son demasiadas lo que no te obliga a seguir una sola ruta de juego sino que puedes experimentar. La historia es buena ya que te vas dando cuenta que es un efecto Bola de Nieve donde cada vez la cosa esta peor, los personajes tienen personalidades distintas y comentan cosas interesantes a su Capitulo de los Cuervos Sangrientos como que no tienen idea de quien es su Primarca y como priorizan Reliquias algunas veces (ya que es lo que hace ese capitulo lol). La ambientación es genial, ya que estás en 3 planetas cada uno con su tipo de estructura y música, que cambia según la faccion contra la que luchas y hay veces que hay hasta 3 facciones luchando y si, queda la cagada (Meridian es el mas violento según yo). Las lineas de voz de las tropas cuando luchas son testosterona en esteroides y cuando lo juntas con la batalla, explosiones, música y destrucción te das cuenta de por qué este juego Dawn of War II es la polla en vinagre. 

Muy buen juego, buena música, rápido, frenético, violento y épico, disfrute cada instante hasta el punto que se me pasaba la hora llegando a las 3AM jugando.

9.9/10
Porque de repente se aweonan las unidades y no rompen las cajas de recursos y corren para pararse en frente de ellas y no hacer nada.

Xupenla Eldars qls los odio, pura chispeza acá en el Imperio, Tiranidos su mamá es maraca, Orkos unos vios pa la wea un saludo a los Kbros",1688753023,true,1,0,0,true,false,false
15620,27,76561198168304258,0,1,2326,0,1637,1687299746,latam,10/10,1687193142,true,0,0,0,true,false,false
15620,27,76561198051678324,0,30,1732,0,1732,1677936113,latam,medias peleas,1678480535,true,1,0,0,true,false,false
15620,27,76561198078668933,0,9,961,0,634,1677536287,latam,simplemente hermoso como la gloria del dios emperador Henry Cavil,1676170643,true,0,0,0,true,false,false
15620,27,76561198354658441,231,53,486,0,258,1680216501,latam,buen juego,1671223348,true,0,0,0,true,false,false
15620,27,76561198161810862,68,29,2571,0,2571,1669747890,latam,"La campaña me gustó mucho, me tuvo pegado bastante tiempo, compré la expansión y está buenísima, si eres fan de los RTS te va a encantar.",1669957709,true,0,0,0,true,false,false
15620,27,76561198197056577,150,21,973,0,224,1665202367,latam,AMO WARHAMMER40K Y CASI TODOS SUS JUEGOS..... Y ESTE ES UNO DE ESOS QUE ME ENCANTAN!!,1664912074,true,0,0,0,true,false,false
15620,27,76561198239312550,277,41,201,0,197,1664784635,latam,gg,1656474888,true,0,0,0,true,false,false
15620,27,76561198014219099,309,252,1586,0,1586,1647533503,latam,Unos de los mejores RTS de la saga,1647533532,true,0,0,0,true,false,false
15620,27,76561198201505677,451,94,3212,0,2379,1629163872,latam,"Epica secuela aunque es radicalmente diferente a su predecesor, si buscas el combate a gran escala del primero no lo hallaras, pero lo que si hallaras es un juego de estrategia con enfasis en escuadrones, uso de habilidades y algo de micromanagement, no sera lo que esperaba tras jugar el predecesor pero definitivamente valio cada centavo",1622264272,true,0,0,0,true,false,false
15620,27,76561198060755810,80,12,1325,0,262,1623279856,latam,El mejor Dawn of War,1621811071,true,0,0,0,true,false,false
15620,27,76561199085541979,0,4,5483,0,1163,1689657378,latam,"el la oscuridad del tenebroso presentre solo existen LAS FUNAS

fuera de broma es un gran juego , lo de las coberturas da mucho juego , el multijugador es bueno y divertido , para jugar con el caos necesitas dawn of war chaos rising , la historia genial  la desesperada lucha de el capitulo de los cuervos sangrientos contra todo tipo de razas invadiendo su sector madre , en fin un gran juego ,te sere sincero te recuerda a men of war aveces , el modo multijugador esta mas enfocado en enfrentarse , aqui no hay construcciones , solo tu base muchos recursos y el enemigo.

te gusta warhammer?

te gustan los rts?

te gusta ser devorado por tiranidos?

Este es tu juego",1620630094,true,0,0,0,true,false,false
15620,27,76561198208846964,0,5,2822,0,1189,1667619926,latam,"la verdad es un muy buen juego,  sumamente tactico,  absorsivo y bien optimisado",1609179644,true,0,0,0,true,false,false
15620,27,76561198166477152,0,34,3875,0,383,1650118247,latam,muy bueno!.,1608277343,true,0,0,0,true,false,false
15620,27,76561198296516151,0,5,1047,0,812,1690407397,latam,a,1607403118,true,1,0,0,true,false,false
15620,27,76561198208929717,0,4,2109,9,2064,1692489300,latam,Muy bueno,1602470490,true,0,0,0,true,false,false
15620,27,76561198108746164,330,62,1129,0,989,1599150168,latam,"Entretenido juego, Pero demasiado corto ""Muy corto"" la verdad. Aun asi muy entretenido pero no le llega ni a los talones al 1",1599071193,true,2,0,0,true,false,false
15620,27,76561198090166158,0,9,1637,0,1292,1657852163,latam,"Para cualquier amante de los RTS y de Warhammer 40K, este juego y su saga es un lujo. Me agrada mucho la pasión y credibilidad de las voces en Español... un lujo.",1598644670,true,1,0,0,true,false,false
15620,27,76561198288405523,0,1,3456,0,3402,1586717084,latam,"muy adictivo, el nivel de jugabilidad me parece excelente.",1586713806,true,0,0,0,true,false,false
15620,27,76561198209102317,0,84,918,32,359,1692304427,latam,OK OK OK,1580714261,true,0,0,0,true,false,false
15620,27,76561198265426045,172,11,8193,0,2276,1655224356,latam,"Me encanto, la inmersion es excelente igual que el doblaje de las voces.
Campaña muy entretenida que cuenta con una muy buena trama.
Si queres disfrutar matando xenos, orcos y herejes de diversas maneras y en nombre del Emperador este es tu juego",1576759374,true,0,0,0,true,false,false
15620,27,76561198061126018,0,11,1211,0,1211,1560130747,latam,"Un giro de tuerca interesante de la primera entrega, con aspectos tanto positivos como negativos.

Como positivo, se puede rescatar las estelares actuaciones de voz, los diseños de nivel que obligan a pensar tácticamente cada situación de combate, y la obvia sensación de poder que otorga comandar un grupo de Space Marines que se mantiene vigente del juego anterior.

Considero el aspecto negativo mas importante el cambio de genero del DoW 2, pasando de ser un juego RTS con posibilidad de manejar grandes ejercitos y escuadras, a un híbrido RTS/MOBA al mas estilo Darkspore. Este cambio de estilo de juego es una gran decepción para los veteranos de la saga que esperaban una mejora de la primera entrega, y se encontraron con un juego muy diferente a lo que añoraban",1575121379,true,2,1,0,true,false,false
15620,27,76561198311784662,0,5,2084,0,1460,1683071071,latam,"Tremendo juego papá! Si te gustan las evoluciones de los juegos estratégicos, este representa un escalafón importante en la historia de los mismos.",1572401308,true,0,0,0,true,false,false
15620,27,76561198812137901,0,8,2054,0,1384,1600637618,latam,"Un juego muy recomendable, los requisitos para jugarlo son pocos, es muy entretenido de jugar y la historia esta bastante bien.
No necesitas jugar al primero para entender la historia, pero si es recomendable pues personajes y eventos que serán mencionados son del primer juego y sus expansiones.

Independiente de si eres fan o no de Warhammer, este juego sin duda deberías comprarlo.",1562700320,true,0,0,0,true,false,false
15620,27,76561198118049292,164,5,1720,0,1720,1561612638,latam,Best game ever (?,1562266026,true,0,0,0,true,false,false
15620,27,76561198449400254,15,1,5061,0,3870,1587095687,latam,"Gran juego, volví a jugarlo este año y la verdad satisfactoria la campaña, su trama y su jugabilidad.
Lo único que encontré de malo en el juego es que, no se pueden desplegar escuadras de infanteria y demás unidades que no sean los personajes de la historia.
Lo recomiendo.",1559991404,true,0,0,0,true,false,false
15620,27,76561198008252756,260,7,704,0,700,1443206343,latam,"Gente, si buscan juego de estrategia no tan tradicional, les recomiendo este juego.  Es de Estrategia, pero es si  hacer bases ni nada de esa maricada, apenas entras te dan todos las habilidades de tu escuadrón y lo que hay que hacer es dominar ciertos puntos claves del mapa en donde estés.  Una vez hayas dominado cierto porcentaje o hayas derrotado a todo el mundo, ganas",1290214176,true,0,0,0,true,false,false
15930,2,76561199072233543,29,2,629,0,544,1639326265,latam,"beutiful graphics, music and sounds. lovely game with not challenging gameplay. bought it to replay it. a perfect good old game.",1639191134,true,0,0,0,true,false,false
15930,2,76561198134548684,122,9,222,0,222,1593915354,latam,VOLVI A LOS 6 AÑOS,1593997562,true,3,0,0,true,false,false
15910,1,76561198381798113,0,16,2005,0,36,1673740135,latam,"Voy a decir algo, este juego a envejecido bien, le gana a Luxor 1, literalmente si quieres pasarte un rato jugandolo lo recomiendo Bv",1659514090,true,0,0,0,true,false,false
15750,7,76561198275469876,435,197,987,0,987,1663979475,latam,"Este juego es algo totalmente diferente a lo que veníamos viendo en la saga de Oddworld. Es totalmente admirable como innovan y hacen encajar mecánicas totalmente diferentes con un universo ya establecido.
Tiene buenos detalles, como cazar tu propia munición y las diversas maneras de afrontar la misma misión.
Un juego de mundo semi-abierto que recompensa la exploración, con mapeados más grandes que sus juegos anteriores.
Tiene vista en primera y tercera persona, siendo una más favorable para disparar y otra para el movimiento y combate cuerpo a cuerpo.
Tiene pinceladas a rpg, como el poder hablar con npc para obtener indicaciones o ayuda.
Puede parecer un poco repetitivo en estructura, ya que se basa en ser un cazarecompensas. Pero la variedad en cada combate es lo que lo salva.
Sin embargo, el tramo final peca de ser muy lineal, aburrido y en ocasiones, injusto. Ir a una habitación, matar a todos, pasar a la siguiente habitación, repetir. Parece que se quedaron sin ideas o sin tiempo y tuvieron que sacar el juego en el estado en el que estaba.
Hablando de eso, el port que hicieron a Pc es lamentable. El limitador de fotogramas y la sincronización vertical no funcionan por más que uno las active. Hay que forzarlas por programas externos.
Nada imposible pero una verdadera lástima viendo el potencial que tiene el juego.
De oferta, sin duda es una buena compra.",1663980549,true,1,0,0,true,false,false
15750,7,76561199211138588,0,1,199,0,12,1667778014,latam,Es infancia.,1662897663,true,0,0,0,true,false,false
15750,7,76561198157633549,0,5,685,0,685,1662791471,latam,"Oddly good for a shooter game coming from what's basically puzzle game devs. Incredibly fun and engaging gunplay, just very short but with incredible concepts that deserve a sequel.",1662791621,true,0,0,0,true,false,false
15750,7,76561198069134742,0,16,840,0,740,1636771778,latam,"Un shooter muy creativo en el sentido de lo que usas como arma, siempre lo quise tener de niño y ahora lo tengo, 10 de 10",1636151314,true,0,0,0,true,false,false
15750,7,76561198985546270,0,1,823,0,527,1678252801,latam,Buen juego,1633289540,true,0,0,0,true,false,false
15750,7,76561198313737351,0,2,2221,0,712,1666979176,latam,"Es un juego que juega con la primera persona y tercera persona y lo hace bien, jefes que puedes matar o capturar vivos y realmente las peleas son entretenidas en mi humilde opinión. vale la pena jueguen lo",1623516323,true,0,0,0,true,false,false
15750,7,76561199061411723,0,19,67,0,60,1669161954,latam,"Excelente juego, port mediocre.

Es un juego de 2005 para bien y para mal.

Me lo pase en una versión ""free"" ;) de GOG que funciona un poco mejor que la version de Steam.",1618072977,true,0,0,0,true,false,false
16040,1,76561198114760528,0,36,553,0,396,1592253162,latam,Excelente juego. Super entretenido!,1591669849,true,0,0,0,true,false,false
16450,37,76561199486251466,0,2,943,847,700,1692488852,latam,Chingon,1692228248,true,0,0,0,true,false,false
16450,37,76561198320521130,0,12,499,240,259,1692505134,latam,"Me encanta el juego. La adrenalina, el miedo, el suspenso de lo que va a pasar, los personajes, la trama, los lugares,  el apocalipsis, este juego tiene de TODO lo que te imaginas. Si te gusto mucho el F.E.A.R, este te va a gustar mucho mas. Le doy un 10/10",1691367609,true,0,0,0,true,false,false
16450,37,76561198061437015,97,19,47,0,47,1677279590,latam,"La trilogia F.E.A.R no es mala, a la fecha sigue siendo algo entretenido para jugar, pero tengo problemas que a la fecha de hoy 24 de Febrero del 2023, el juego no està correctamente optimizado para jugarlo con mandos, no me molesta jugarlo con mouse y teclado pero seria grandioso que arreglaran este detalle",1677279903,true,0,0,0,true,false,false
16450,37,76561198281273366,0,7,1232,0,1232,1673206163,latam,"Es una de mis sagas favoritas, tiene terror justo y necesario, mucha acción,las interacciones que tenés tanto con las armas como el cuerpo a cuerpo, el hecho de moverte con tanto realismo que eso pocos juegos lo tienen y a la vista para la edad que tiene no envejece, y la historia que a más de uno nos deja con la boca abierta sobre la parte oscura de la humanidad, Recomendadisimo.",1673458609,true,2,0,0,true,false,false
16450,37,76561198109855899,1658,171,343,0,343,1670270720,latam,"Siguiendo la historia del primero, esta entrega todavía esta casi a la altura de lo que fue el primer FEAR.
Gráficamente envejeció bien, y es alucinante todos los detalles que tiene este juego, sin duda fue un adelantado en su época con el motor gráfico. Escenarios destructibles, elementos interactuando con el entorno, como barriles explosivos, matafuegos, autos explotando, incluso los paneles o transformadores eléctricos que al explotar electrocuta a tus enemigos o a ti mismo. La IA de los enemigos es mucho mejor que en otros juegos, especialmente para cubrirse, incluso abren las puertas de los vehículos para usarlo como escudo.

Aunque en esta se centra un poco mas en la acción que el terror, en el primer la pendeja te aparecía a cada rato y en cualquier lugar, acá no tanto, solo sale Alma en bolas en su forma de viaja chota,  no da tanto miedo xD

Si, recomiendo toda la saga de este juego, lastima que en el 3 ya no se siente tanto ese terror que en el primero. Recomiendo desactivar el desenfoque de movimiento, así no se ve tan borro en las escenas de acción.",1670271126,true,4,0,0,true,false,false
16450,37,76561198361923312,41,2,190,0,183,1682888906,latam,"Buenísima, desde el inicio con buen misterio",1669852647,true,0,0,0,true,false,false
16450,37,76561197987124086,0,14,701,0,589,1668911096,latam,very nice... 9-10 hrs gameplay tops,1668904360,true,0,0,0,true,false,false
16450,37,76561198455425110,0,2,1517,0,1003,1661559418,latam,muchas mejores mecánicas a comparación de la anterior entrega,1660931682,true,0,0,0,true,false,false
16450,37,76561198836061375,155,15,565,0,565,1655527448,latam,"Me gusto bastante, la verdad llegue al juego con comentarios negativos no esperaba mucho pero al ver dad es un buen juego claro no mejor que su antecesor pero las historia la continúan muy decentemente y escenarios son bastante buenos no buenos como en su antecesor pero  son buenos los sonidos siguen bastante bien las verdad aunque me gustaba como gritaban de dolor en el anterior juego este pues esta bien los gráficos si cambiaron bastante no innovaron casi nada en la jugabilidad de hechos me pareció normal para un juego fps terror survival  el final del juego si me sorprendió la verdad nunca me espere algo así, sobre el dlc no lo jugué mucho  me aburrió nada que decir
Conclusiones ¨ME¨
Historia 8/10
Jugabilidad 6/10 
Gráficos 6/10 
Sonidos 7/10 
",1657825100,true,0,0,0,true,false,false
16450,37,76561198375138945,0,14,1253,0,1253,1656201316,latam,"joyita 9.8/10
",1656201362,true,0,0,0,true,false,false
16450,37,76561199088018636,0,7,1928,0,1924,1653986639,latam,Excelente juego!,1653986221,true,0,0,0,true,false,false
16450,37,76561199156895515,0,178,360,0,360,1650827006,latam,"Gran juego en todo sentido, graficamente es muy bueno, jugabilidad 10/10, historia perturbadora y una banda sonora buena para acompañar el combate contra los replicantes.

Recomiendo inicien con el 1 y luego le den a este (aunque basicamente la historia empieza en este y el 1 se ubicaria despues de este) pero a mi gusto es mas disfrutable en el orden de salida.

El juego nos dara muchos disparos, sustos y hasta un poco de terror psicologico. Uno de los mejores juegos de terror que eh jugado sin duda y que le sento muy bien la mezcla con shotter",1650828669,true,3,0,0,true,false,false
16450,37,76561198413708039,398,52,608,0,500,1649976005,latam,"[h1]El honor es la poesía del deber.[/h1]

[i]Alfred de Vigny[/i]
[b](1797 - 1863)[/b]
Loches.
[u]Fue un poeta, dramaturgo, y novelista francés.[/u]",1649819201,true,0,0,0,true,false,false
16450,37,76561198008231847,0,13,182,0,80,1672867957,latam,"Lo había jugado cuando salió allá por 2009 y me partió la cabeza, si mal no recuerdo lo terminé en 3 madrugadas. Estoy disfrutándolo nuevamente como si fuera nuevo. Es un juego impresionante, excelente desde todo punto de vista. Acción y gore a más no poder, sustos y terror en escenas épicas, una historia atrapante y muy buenos gráficos (aún hoy  lucen bastante bien). El apartado sonoro es magnífico, acompaña cada situación con voces, gritos, aullidos y música de gran forma. 
No me alcanzan los elogios, totalmente recomendable de principio a fin. 
Además lo compré con el pack de los 3 FEAR + expansiones con 85% de descuento... Mejor, imposible.
 Maravilloso 10/10",1638163346,true,0,0,0,true,false,false
16450,37,76561199094088555,0,3,3549,0,2549,1648401162,latam,"Es un juego que te emociona demasiado, mas por todos los efectos de miedo que puedan tener, el juego tiene que buscar la forma tener que seguir la historia de todo el juego",1636737126,true,0,0,0,true,false,false
16450,37,76561198258270548,0,19,757,0,757,1629847268,latam,ta bueno,1630433557,true,1,0,0,true,false,false
16450,37,76561198248693062,0,89,730,0,302,1630777352,latam,"Excelente F.E.A.R. 
Esta segunda parte es mas de acción que de terror, muchos dicen que el primero es el mejor, y lo es, pero este está muuuy bueno también.",1630257363,true,5,0,0,true,false,false
16450,37,76561198046065035,0,2,795,0,409,1637300402,latam,"Excelente jugabilidad, momentos de tension, es algo repetitivo pero lleno de accion, muy recomendable",1628451196,true,0,0,0,true,false,false
16450,37,76561198817544723,0,2,482,110,259,1692729187,latam,juegazo,1627359016,true,0,0,0,true,false,false
16450,37,76561198277528200,158,17,723,0,340,1674699934,latam,si,1626943888,true,1,0,0,true,false,false
16450,37,76561198237946658,363,44,1123,0,1123,1620857750,latam,"Mejora sustancialmente a la primera entrega en graficos y en enfocar al miedo, juegazo.",1621195671,true,1,0,0,true,false,false
16450,37,76561198014219099,309,252,471,0,471,86400,latam,gran secuela,1621116695,true,0,0,0,true,false,false
16450,37,76561198878677943,0,15,1503,0,1503,1617249435,latam,"Juegazo peeerooo…
Después de años de terminar el 1 en mi adolescencia (en la época de Ven#s) por fin este año pude terminar el 2 y continuar su historia. 
Me jugué el 1 y sus dos expansiones devuelta para refrescar la memoria, y la verdad debo decir que al principio me desagrado mucho que saquen cosas como poder apuntar de costado y que los objetos de los lugares se puedan desintegrar, ya que si disparabas como un tarad#, te nublabas la vista para ver a tus enemigos, cosa que para su época era muy realista. Pero después de put3@r por este destrato al juego original lo seguí, y lo bien que hice.
El juego se desarrolla de manera perfecta haciendo que cada parte valga la pena, en ningún momento te aburrís ni lo sentís pesado, con unas gráficas que le dan vida y muy bien a esta saga, el juego para su año es largo, cada intervalo es larguísimo como la del n3gr0 de wsp, el terror te acompaña de manera perfecta, puedo decir que mas de una vez me tiro del cul# con la nenita endemoniada, realmente en si el juego es una maravilla, pero bueno hay que ir a lo malo, y aquí tiene contras feas.
Como mencione antes, sacaron cosas que hicieron al Fear único, y eso jode mucho, el que también se pasen por el cul0 lo que deja Extraction Point también, siendo este para mí el mejor de todos, por momentos la acción es ya mucha, a que me refiero con esto? Por secciones parece el Carlos Duty, y es un Fear por el amor de dios… pero a pesar de esto se siente equilibrado, pero al rato te encontras con partes donde pareces Rambo (y eso que lo jugué en modo difícil)
Pero bueno para cerrar es un juegazo, no supera ni empedo el Extraction Point y el 1 por ahí anda, pero jugalo porque la historia sigue siendo un caño y todo el juego te lleva a no parar hasta terminarlo.

PD: El reborn no aporta una mierd*, ahí si que podemos ver a lo que iba apuntar después la compañía, un Carlos Duty disfrazado con otro nombre.",1617251532,true,0,0,0,true,false,false
16450,37,76561198405015905,421,137,694,0,694,1616899831,latam,"6/10 GAME 
6.2/10 DLC",1616899866,true,0,0,0,true,false,false
16450,37,76561199083342266,0,6,825,0,439,1677344471,latam,buen juego la verdad soy fanatico me he llevado varios sustos pero aun a si vale la pena jugarlo,1613777700,true,0,0,0,true,false,false
16450,37,76561198817634587,130,35,992,0,992,1604312944,latam,me encanta ese juego favorito,1604312984,true,0,0,0,true,false,false
16450,37,76561198799599139,0,4,763,0,713,1597297682,latam,juegazoo CRJO,1596161053,true,0,0,0,true,false,false
16450,37,76561198187674741,158,19,1028,0,1028,1586397521,latam,Increible modo sexo owo,1586398232,true,0,0,0,true,false,false
16450,37,76561198422147827,0,6,2053,0,494,1598486203,latam,"No es la novedad para mi como lo fue F.E.A.R., pero no deja de ser un buen FPS. Considero que el nivel Normal es mucho más sencillo de lo que parece, así que hay que intentar un mayor reto con niveles superiores de dificultad.",1583196692,true,0,0,0,true,false,false
16450,37,76561198308863476,0,15,800,0,800,1590547549,latam,Excelente juego... el mejor de la trilogia en mi opinion. 10/10,1579489521,true,6,0,0,true,false,false
16450,37,76561198354802857,204,8,2012,0,1984,1574215767,latam,ta chido,1574214090,true,0,0,0,true,false,false
16450,37,76561198208344541,187,9,1499,0,702,1659550065,latam,"---[Gráficos]--- 
☐ Hermosos
☑ Buenos
☐ Decentes 
☐ Malos
☐ No lo mires demasiado
☐ Paint.exe

---[Gameplay]---
☐ Adictivo
☐ Muy bueno
☐ Bueno
☑ Decente
☐ Mirar las paredes es mejor
☐ No existe

---[Audio]---
☐ maravilla Auditiva
☐ Muy bueno
☐ Bueno
☑ No tan malo
☐ Malo
☐ no hay

---[Jugadores]---
☐ Adultos
☐ Adolescentes
☐ Niños
☑ Nadie

---[Requerimientos del PC]---
☐ Si podes jugar al buscaminas, podes jugar este
☐ Tostadora
☑ Decente
☐ Ricky Ricón
☐ NASA

---[jugadores de la comunidad]---
☐ Buena onda
☐ Normal, no afectan en nada a el juego
☐ Gente asquerosa y repulsiva
☐ Peor que la opcion anterior, son mas tóxicos que comer pilas
☐ Un poco de todas las anteriores
☐ no hay xd
---[Dificultad]---
☐ presiona A para ganar
☐ Fácil
☑ Tendrás que usar tu cerebro un poquito
☐ Fácil de aprender / Difícil de dominar
☐ Difícil, mejor prepárate
☐ Desactivar una bomba termonuclear
☐ Dark Souls

---[Historia]---
☐ Cual historia?
☐ Solo para que entiendas que carajos debes hacer
☑ Mejor o igual barney el dinosaurio
☐ Buena
☐ Muy buena
☐ Impresionante!

---[Tiempo de Juego]---
☐ Esta basura no tiene fin
☐ Largo
☑ Medio
☐ Corto

---[Precio]---
☐ Es tán bueno que el precio no importa
☐ Vale cada maldito centavo
☑ Solo si esta en oferta
☐ No vale la pena comprarlo 
☐ It’s free!

---[Bugs]---
☐ No tiene, no he visto
☐  Pocos, no molestan
☑ Pueden molestar un poco
☐ Juego creado por Ubisoft

---[canciones/soundtrack]---
☐ lo mejor que escuche¡¡
☐ muy buena canción/s
☑ esta bien 
☐ mejor no escuchar 
☐ jugar en mute

---[Puntuación]---
☐ 10
☐ 9
☐ 8 
☐ 7
☐ 6
☑ 5
☐ 4
☐ 3
☐ 2
☐ 1

si bien no es un completa cagad4 (pero casi) tiene mucho que a lo que criticar, como por ejemplo: que esté marcado en género de terror cuando no lo es, solo unos jumpscares MUY predecibles.
Esta entrega no es como su antecesor, donde el cul0 sudaba como regadera al estar completamente solo en la oscuridad y tener a Alma rompiendo las b0las en todo momento. Es este juego Alma solo aparece un par de veces que simplemente es como si no estuvieran por lo burda que son sus apariciones.
En conclusión: comprenlo en oferta si es que quieren entender un poco mas la historia la primera entrega de F.E.A.R mediante un juego de acción",1573518829,true,0,0,0,true,false,false
16450,37,76561198244720848,736,27,500,0,500,1572231369,latam,"Juegazo de la A a la Z imperdible muchachos un fps que combina la accion con el terror psicologico de manera mas que perfecta se podria decir que es el ultimo juego que combina estos dos generos, ya que su tercera parte no cumple mucho con el termino ""juego de terror"" pero bueno eso es para otro analisis. comprenlo vale absolutamente la pena y mas que ahora esta en oferta o si ven esto cuando las ofertas de halloween hayan pasado igual comprenlo no se van a arrepentir ademas no es muy caro y tiene una duracion mas que considerable, yo lo termine en las horas que aparecen aca ni nada mal ni nada bien una duracion decente para ser un fps... asi que si muchachada si ven esto comprenlo no se van a arrepentir tremendo juegaso rey 10/10
PDT: Sepan disculpar las faltas ortograficas escribo rapido y ademas esto no es una review para la prensa especializada es una review para la muchachada de steam que le gusta jugar a los jueguitos y pasarla bien con ello si o no gente?",1572326550,true,0,0,0,true,false,false
